544,70,56,68,52,63,209,60,72,133,168,68,83,68,82,68,81,125,78,64,145,65,72,135,68,78,67,77,69,80,70,83,72,144,78,77,87,75,91,79,93,84,96,140,224,146,114,139,108,114,
17,16,16,17,17,18,22,21,22,22,26,25,24,25,27,25,25,24,24,25,24,26,27,24,25,25,27,27,27,26,28,26,27,88,30,31,29,31,31,34,32,31,33,37,42,38,37,41,40,43,
3,5,11,10,16,19,14,23,20,28,38,30,36,37,47,43,48,46,61,46,65,58,64,72,67,71,66,67,74,75,84,75,81,79,87,97,106,90,95,97,105,97,111,98,110,91,109,107,103,111,
3,1,1,6,5,14,19,15,16,13,19,19,14,23,30,24,24,28,28,31,26,40,38,29,31,31,43,41,41,37,44,38,39,48,48,55,48,51,49,64,60,46,56,61,65,56,56,73,60,69,
