37,34,104,41,69,98,41,89,39,42,34,63,33,56,35,53,44,34,52,107,55,37,58,45,42,48,36,81,36,74,38,59,61,45,49,38,68,44,166,62,44,48,44,47,48,88,38,39,58,107,
466,842,1523,1793,2194,2242,3216,3498,3309,3943,4601,4941,5235,5692,6656,6243,6617,7424,7686,8304,8510,9523,9260,8965,9980,11040,10929,11665,11431,11460,12081,12924,12358,12395,14656,13992,14694,15226,15091,16453,15143,16084,16144,17371,17797,17579,17422,18900,19571,19820,
